day,time,end_use_type,value
Saturday,1900-01-01 13:15:00,Prozesskälte,1
Saturday,1900-01-01 13:15:00,Prozesswärme,0.998161
Saturday,1900-01-01 13:15:00,Raumwärme,0.996323
Saturday,1900-01-01 13:15:00,Warmwasser,0.996323
Saturday,1900-01-01 13:30:00,Beleuchtung,0.993524
Saturday,1900-01-01 13:30:00,IKT,0.993524
Saturday,1900-01-01 13:30:00,Klimakälte,0.993524
Saturday,1900-01-01 13:30:00,mechanische Antriebe,0.996762
Saturday,1900-01-01 13:30:00,Prozesskälte,1
Saturday,1900-01-01 13:30:00,Prozesswärme,0.996762
Saturday,1900-01-01 13:30:00,Raumwärme,0.993524
Saturday,1900-01-01 13:30:00,Warmwasser,0.993524
Saturday,1900-01-01 13:45:00,Beleuchtung,0.990173
Saturday,1900-01-01 13:45:00,IKT,0.990173
Saturday,1900-01-01 13:45:00,Klimakälte,0.990173
Saturday,1900-01-01 13:45:00,mechanische Antriebe,0.995086
Saturday,1900-01-01 13:45:00,Prozesskälte,1
Saturday,1900-01-01 13:45:00,Prozesswärme,0.995086
Saturday,1900-01-01 13:45:00,Raumwärme,0.990173
Saturday,1900-01-01 13:45:00,Warmwasser,0.990173
Saturday,1900-01-01 14:00:00,Beleuchtung,0.986208
Saturday,1900-01-01 14:00:00,IKT,0.986208
Saturday,1900-01-01 14:00:00,Klimakälte,0.986208
Saturday,1900-01-01 14:00:00,mechanische Antriebe,0.993104
Saturday,1900-01-01 14:00:00,Prozesskälte,1
Saturday,1900-01-01 14:00:00,Prozesswärme,0.993104
Saturday,1900-01-01 14:00:00,Raumwärme,0.986208
Saturday,1900-01-01 14:00:00,Warmwasser,0.986208
Saturday,1900-01-01 14:15:00,Beleuchtung,0.981607
Saturday,1900-01-01 14:15:00,IKT,0.981607
Saturday,1900-01-01 14:15:00,Klimakälte,0.981607
Saturday,1900-01-01 14:15:00,mechanische Antriebe,0.990804
Saturday,1900-01-01 14:15:00,Prozesskälte,1
Saturday,1900-01-01 14:15:00,Prozesswärme,0.990804
Saturday,1900-01-01 14:15:00,Raumwärme,0.981607
Saturday,1900-01-01 14:15:00,Warmwasser,0.981607
Saturday,1900-01-01 14:30:00,Beleuchtung,0.976495
Saturday,1900-01-01 14:30:00,IKT,0.976495
Saturday,1900-01-01 14:30:00,Klimakälte,0.976495
Saturday,1900-01-01 14:30:00,mechanische Antriebe,0.988248
Saturday,1900-01-01 14:30:00,Prozesskälte,1
Saturday,1900-01-01 14:30:00,Prozesswärme,0.988248
Saturday,1900-01-01 14:30:00,Raumwärme,0.976495
Saturday,1900-01-01 14:30:00,Warmwasser,0.976495
Saturday,1900-01-01 14:45:00,Beleuchtung,0.971034
Saturday,1900-01-01 14:45:00,IKT,0.971034
Saturday,1900-01-01 14:45:00,Klimakälte,0.971034
Saturday,1900-01-01 14:45:00,mechanische Antriebe,0.985517
Saturday,1900-01-01 14:45:00,Prozesskälte,1
Saturday,1900-01-01 14:45:00,Prozesswärme,0.985517
Saturday,1900-01-01 14:45:00,Raumwärme,0.971034
Saturday,1900-01-01 14:45:00,Warmwasser,0.971034
Saturday,1900-01-01 15:00:00,Beleuchtung,0.965385
Saturday,1900-01-01 15:00:00,IKT,0.965385
Saturday,1900-01-01 15:00:00,Klimakälte,0.965385
Saturday,1900-01-01 15:00:00,mechanische Antriebe,0.982693
Saturday,1900-01-01 15:00:00,Prozesskälte,1
Saturday,1900-01-01 15:00:00,Prozesswärme,0.982693
Saturday,1900-01-01 15:00:00,Raumwärme,0.965385
Saturday,1900-01-01 15:00:00,Warmwasser,0.965385
Saturday,1900-01-01 15:15:00,Beleuchtung,0.959712
Saturday,1900-01-01 15:15:00,IKT,0.959712
Saturday,1900-01-01 15:15:00,Klimakälte,0.959712
Saturday,1900-01-01 15:15:00,mechanische Antriebe,0.979856
Saturday,1900-01-01 15:15:00,Prozesskälte,1
Saturday,1900-01-01 15:15:00,Prozesswärme,0.979856
Saturday,1900-01-01 15:15:00,Raumwärme,0.959712
Saturday,1900-01-01 15:15:00,Warmwasser,0.959712
Saturday,1900-01-01 15:30:00,Beleuchtung,0.954179
Saturday,1900-01-01 15:30:00,IKT,0.954179
Saturday,1900-01-01 15:30:00,Klimakälte,0.954179
Saturday,1900-01-01 15:30:00,mechanische Antriebe,0.97709
Saturday,1900-01-01 15:30:00,Prozesskälte,1
Saturday,1900-01-01 15:30:00,Prozesswärme,0.97709
Saturday,1900-01-01 15:30:00,Raumwärme,0.954179
Saturday,1900-01-01 15:30:00,Warmwasser,0.954179
Saturday,1900-01-01 15:45:00,Beleuchtung,0.948952
Saturday,1900-01-01 15:45:00,IKT,0.948952
Saturday,1900-01-01 15:45:00,Klimakälte,0.948952
Saturday,1900-01-01 15:45:00,mechanische Antriebe,0.974476
Saturday,1900-01-01 15:45:00,Prozesskälte,1
Saturday,1900-01-01 15:45:00,Prozesswärme,0.974476
Saturday,1900-01-01 15:45:00,Raumwärme,0.948952
Saturday,1900-01-01 15:45:00,Warmwasser,0.948952
Saturday,1900-01-01 16:00:00,Beleuchtung,0.944197
Saturday,1900-01-01 16:00:00,IKT,0.944197
Saturday,1900-01-01 16:00:00,Klimakälte,0.944197
Saturday,1900-01-01 16:00:00,mechanische Antriebe,0.972099
Saturday,1900-01-01 16:00:00,Prozesskälte,1
Saturday,1900-01-01 16:00:00,Prozesswärme,0.972099
Saturday,1900-01-01 16:00:00,Raumwärme,0.944197
Saturday,1900-01-01 16:00:00,Warmwasser,0.944197
Saturday,1900-01-01 16:15:00,Beleuchtung,0.940051
Saturday,1900-01-01 16:15:00,IKT,0.940051
Saturday,1900-01-01 16:15:00,Klimakälte,0.940051
Saturday,1900-01-01 16:15:00,mechanische Antriebe,0.970026
Saturday,1900-01-01 16:15:00,Prozesskälte,1
Saturday,1900-01-01 16:15:00,Prozesswärme,0.970026
Saturday,1900-01-01 16:15:00,Raumwärme,0.940051
Saturday,1900-01-01 16:15:00,Warmwasser,0.940051
Saturday,1900-01-01 16:30:00,Beleuchtung,0.93654
Saturday,1900-01-01 16:30:00,IKT,0.93654
Saturday,1900-01-01 16:30:00,Klimakälte,0.93654
Saturday,1900-01-01 16:30:00,mechanische Antriebe,0.96827
Saturday,1900-01-01 16:30:00,Prozesskälte,1
Saturday,1900-01-01 16:30:00,Prozesswärme,0.96827
Saturday,1900-01-01 16:30:00,Raumwärme,0.93654
Saturday,1900-01-01 16:30:00,Warmwasser,0.93654
Saturday,1900-01-01 16:45:00,Beleuchtung,0.933661
Saturday,1900-01-01 16:45:00,IKT,0.933661
Saturday,1900-01-01 16:45:00,Klimakälte,0.933661
Saturday,1900-01-01 16:45:00,mechanische Antriebe,0.96683
Saturday,1900-01-01 16:45:00,Prozesskälte,1
Saturday,1900-01-01 16:45:00,Prozesswärme,0.96683
Saturday,1900-01-01 16:45:00,Raumwärme,0.933661
Saturday,1900-01-01 16:45:00,Warmwasser,0.933661
Saturday,1900-01-01 17:00:00,Beleuchtung,0.931411
Saturday,1900-01-01 17:00:00,IKT,0.931411
Saturday,1900-01-01 17:00:00,Klimakälte,0.931411
Saturday,1900-01-01 17:00:00,mechanische Antriebe,0.965706
Saturday,1900-01-01 17:00:00,Prozesskälte,1
Saturday,1900-01-01 17:00:00,Prozesswärme,0.965706
Saturday,1900-01-01 17:00:00,Raumwärme,0.931411
Saturday,1900-01-01 17:00:00,Warmwasser,0.931411
Saturday,1900-01-01 17:15:00,Beleuchtung,0.929762
Saturday,1900-01-01 17:15:00,IKT,0.929762
Saturday,1900-01-01 17:15:00,Klimakälte,0.929762
Saturday,1900-01-01 17:15:00,mechanische Antriebe,0.964881
Saturday,1900-01-01 17:15:00,Prozesskälte,1
Saturday,1900-01-01 17:15:00,Prozesswärme,0.964881
Saturday,1900-01-01 17:15:00,Raumwärme,0.929762
Saturday,1900-01-01 17:15:00,Warmwasser,0.929762
Saturday,1900-01-01 17:30:00,Beleuchtung,0.928585
Saturday,1900-01-01 17:30:00,IKT,0.928585
Saturday,1900-01-01 17:30:00,Klimakälte,0.928585
Saturday,1900-01-01 17:30:00,mechanische Antriebe,0.964293
Saturday,1900-01-01 17:30:00,Prozesskälte,1
Saturday,1900-01-01 17:30:00,Prozesswärme,0.964293
Saturday,1900-01-01 17:30:00,Raumwärme,0.928585
Saturday,1900-01-01 17:30:00,Warmwasser,0.928585
Saturday,1900-01-01 17:45:00,Beleuchtung,0.927725
Saturday,1900-01-01 17:45:00,IKT,0.927725
Saturday,1900-01-01 17:45:00,Klimakälte,0.927725
Saturday,1900-01-01 17:45:00,mechanische Antriebe,0.963863
Saturday,1900-01-01 17:45:00,Prozesskälte,1
Saturday,1900-01-01 17:45:00,Prozesswärme,0.963863
Saturday,1900-01-01 17:45:00,Raumwärme,0.927725
Saturday,1900-01-01 17:45:00,Warmwasser,0.927725
Saturday,1900-01-01 18:00:00,Beleuchtung,0.927027
Saturday,1900-01-01 18:00:00,IKT,0.927027
Saturday,1900-01-01 18:00:00,Klimakälte,0.927027
Saturday,1900-01-01 18:00:00,mechanische Antriebe,0.963514
Saturday,1900-01-01 18:00:00,Prozesskälte,1
Saturday,1900-01-01 18:00:00,Prozesswärme,0.963514
Saturday,1900-01-01 18:00:00,Raumwärme,0.927027
Saturday,1900-01-01 18:00:00,Warmwasser,0.927027
Saturday,1900-01-01 18:15:00,Beleuchtung,0.926363
Saturday,1900-01-01 18:15:00,IKT,0.926363
Saturday,1900-01-01 18:15:00,Klimakälte,0.926363
Saturday,1900-01-01 18:15:00,mechanische Antriebe,0.963182
Saturday,1900-01-01 18:15:00,Prozesskälte,1
Saturday,1900-01-01 18:15:00,Prozesswärme,0.963182
Saturday,1900-01-01 18:15:00,Raumwärme,0.926363
Saturday,1900-01-01 18:15:00,Warmwasser,0.926363
Saturday,1900-01-01 18:30:00,Beleuchtung,0.925712
Saturday,1900-01-01 18:30:00,IKT,0.925712
Saturday,1900-01-01 18:30:00,Klimakälte,0.925712
Saturday,1900-01-01 18:30:00,mechanische Antriebe,0.962856
Saturday,1900-01-01 18:30:00,Prozesskälte,1
Saturday,1900-01-01 18:30:00,Prozesswärme,0.962856
Saturday,1900-01-01 18:30:00,Raumwärme,0.925712
Saturday,1900-01-01 18:30:00,Warmwasser,0.925712
Saturday,1900-01-01 18:45:00,Beleuchtung,0.925079
Saturday,1900-01-01 18:45:00,IKT,0.925079
Saturday,1900-01-01 18:45:00,Klimakälte,0.925079
Saturday,1900-01-01 18:45:00,mechanische Antriebe,0.96254
Saturday,1900-01-01 18:45:00,Prozesskälte,1
Saturday,1900-01-01 18:45:00,Prozesswärme,0.96254
Saturday,1900-01-01 18:45:00,Raumwärme,0.925079
Saturday,1900-01-01 18:45:00,Warmwasser,0.925079
Saturday,1900-01-01 19:00:00,Beleuchtung,0.92447
Saturday,1900-01-01 19:00:00,IKT,0.92447
Saturday,1900-01-01 19:00:00,Klimakälte,0.92447
Saturday,1900-01-01 19:00:00,mechanische Antriebe,0.962235
Saturday,1900-01-01 19:00:00,Prozesskälte,1
Saturday,1900-01-01 19:00:00,Prozesswärme,0.962235
Saturday,1900-01-01 19:00:00,Raumwärme,0.92447
Saturday,1900-01-01 19:00:00,Warmwasser,0.92447
Saturday,1900-01-01 19:15:00,Beleuchtung,0.923923
Saturday,1900-01-01 19:15:00,IKT,0.923923
Saturday,1900-01-01 19:15:00,Klimakälte,0.923923
Saturday,1900-01-01 19:15:00,mechanische Antriebe,0.961962
Saturday,1900-01-01 19:15:00,Prozesskälte,1
Saturday,1900-01-01 19:15:00,Prozesswärme,0.961962
Saturday,1900-01-01 19:15:00,Raumwärme,0.923923
Saturday,1900-01-01 19:15:00,Warmwasser,0.923923
Saturday,1900-01-01 19:30:00,Beleuchtung,0.923607
Saturday,1900-01-01 19:30:00,IKT,0.923607
Saturday,1900-01-01 19:30:00,Klimakälte,0.923607
Saturday,1900-01-01 19:30:00,mechanische Antriebe,0.961803
Saturday,1900-01-01 19:30:00,Prozesskälte,1
Saturday,1900-01-01 19:30:00,Prozesswärme,0.961803
Saturday,1900-01-01 19:30:00,Raumwärme,0.923607
Saturday,1900-01-01 19:30:00,Warmwasser,0.923607
Saturday,1900-01-01 19:45:00,Beleuchtung,0.923722
Saturday,1900-01-01 19:45:00,IKT,0.923722
Saturday,1900-01-01 19:45:00,Klimakälte,0.923722
Saturday,1900-01-01 19:45:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 19:45:00,Prozesskälte,1
Saturday,1900-01-01 19:45:00,Prozesswärme,0.961861
Saturday,1900-01-01 19:45:00,Raumwärme,0.923722
Saturday,1900-01-01 19:45:00,Warmwasser,0.923722
Saturday,1900-01-01 20:00:00,Beleuchtung,0.923722
Saturday,1900-01-01 20:00:00,IKT,0.923722
Saturday,1900-01-01 20:00:00,Klimakälte,0.923722
Saturday,1900-01-01 20:00:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 20:00:00,Prozesskälte,1
Saturday,1900-01-01 20:00:00,Prozesswärme,0.961861
Saturday,1900-01-01 20:00:00,Raumwärme,0.923722
Saturday,1900-01-01 20:00:00,Warmwasser,0.923722
Saturday,1900-01-01 20:15:00,Beleuchtung,0.923722
Saturday,1900-01-01 20:15:00,IKT,0.923722
Saturday,1900-01-01 20:15:00,Klimakälte,0.923722
Saturday,1900-01-01 20:15:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 20:15:00,Prozesskälte,1
Saturday,1900-01-01 20:15:00,Prozesswärme,0.961861
Saturday,1900-01-01 20:15:00,Raumwärme,0.923722
Saturday,1900-01-01 20:15:00,Warmwasser,0.923722
Saturday,1900-01-01 20:30:00,Beleuchtung,0.923722
Saturday,1900-01-01 20:30:00,IKT,0.923722
Saturday,1900-01-01 20:30:00,Klimakälte,0.923722
Saturday,1900-01-01 20:30:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 20:30:00,Prozesskälte,1
Saturday,1900-01-01 20:30:00,Prozesswärme,0.961861
Saturday,1900-01-01 20:30:00,Raumwärme,0.923722
Saturday,1900-01-01 20:30:00,Warmwasser,0.923722
Saturday,1900-01-01 20:45:00,Beleuchtung,0.923722
Saturday,1900-01-01 20:45:00,IKT,0.923722
Saturday,1900-01-01 20:45:00,Klimakälte,0.923722
Saturday,1900-01-01 20:45:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 20:45:00,Prozesskälte,1
Saturday,1900-01-01 20:45:00,Prozesswärme,0.961861
Saturday,1900-01-01 20:45:00,Raumwärme,0.923722
Saturday,1900-01-01 20:45:00,Warmwasser,0.923722
Saturday,1900-01-01 21:00:00,Beleuchtung,0.923722
Saturday,1900-01-01 21:00:00,IKT,0.923722
Saturday,1900-01-01 21:00:00,Klimakälte,0.923722
Saturday,1900-01-01 21:00:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 21:00:00,Prozesskälte,1
Saturday,1900-01-01 21:00:00,Prozesswärme,0.961861
Saturday,1900-01-01 21:00:00,Raumwärme,0.923722
Saturday,1900-01-01 21:00:00,Warmwasser,0.923722
Saturday,1900-01-01 21:15:00,Beleuchtung,0.923722
Saturday,1900-01-01 21:15:00,IKT,0.923722
Saturday,1900-01-01 21:15:00,Klimakälte,0.923722
Saturday,1900-01-01 21:15:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 21:15:00,Prozesskälte,1
Saturday,1900-01-01 21:15:00,Prozesswärme,0.961861
Saturday,1900-01-01 21:15:00,Raumwärme,0.923722
Saturday,1900-01-01 21:15:00,Warmwasser,0.923722
Saturday,1900-01-01 21:30:00,Beleuchtung,0.923722
Saturday,1900-01-01 21:30:00,IKT,0.923722
Saturday,1900-01-01 21:30:00,Klimakälte,0.923722
Saturday,1900-01-01 21:30:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 21:30:00,Prozesskälte,1
Saturday,1900-01-01 21:30:00,Prozesswärme,0.961861
Saturday,1900-01-01 21:30:00,Raumwärme,0.923722
Saturday,1900-01-01 21:30:00,Warmwasser,0.923722
Saturday,1900-01-01 21:45:00,Beleuchtung,0.923722
Saturday,1900-01-01 21:45:00,IKT,0.923722
Saturday,1900-01-01 21:45:00,Klimakälte,0.923722
Saturday,1900-01-01 21:45:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 21:45:00,Prozesskälte,1
Saturday,1900-01-01 21:45:00,Prozesswärme,0.961861
Saturday,1900-01-01 21:45:00,Raumwärme,0.923722
Saturday,1900-01-01 21:45:00,Warmwasser,0.923722
Saturday,1900-01-01 22:00:00,Beleuchtung,0.923722
Saturday,1900-01-01 22:00:00,IKT,0.923722
Saturday,1900-01-01 22:00:00,Klimakälte,0.923722
Saturday,1900-01-01 22:00:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 22:00:00,Prozesskälte,1
Saturday,1900-01-01 22:00:00,Prozesswärme,0.961861
Saturday,1900-01-01 22:00:00,Raumwärme,0.923722
Saturday,1900-01-01 22:00:00,Warmwasser,0.923722
Saturday,1900-01-01 22:15:00,Beleuchtung,0.923722
Saturday,1900-01-01 22:15:00,IKT,0.923722
Saturday,1900-01-01 22:15:00,Klimakälte,0.923722
Saturday,1900-01-01 22:15:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 22:15:00,Prozesskälte,1
Saturday,1900-01-01 22:15:00,Prozesswärme,0.961861
Saturday,1900-01-01 22:15:00,Raumwärme,0.923722
Saturday,1900-01-01 22:15:00,Warmwasser,0.923722
Saturday,1900-01-01 22:30:00,Beleuchtung,0.923722
Saturday,1900-01-01 22:30:00,IKT,0.923722
Saturday,1900-01-01 22:30:00,Klimakälte,0.923722
Saturday,1900-01-01 22:30:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 22:30:00,Prozesskälte,1
Saturday,1900-01-01 22:30:00,Prozesswärme,0.961861
Saturday,1900-01-01 22:30:00,Raumwärme,0.923722
Saturday,1900-01-01 22:30:00,Warmwasser,0.923722
Saturday,1900-01-01 22:45:00,Beleuchtung,0.923722
Saturday,1900-01-01 22:45:00,IKT,0.923722
Saturday,1900-01-01 22:45:00,Klimakälte,0.923722
Saturday,1900-01-01 22:45:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 22:45:00,Prozesskälte,1
Saturday,1900-01-01 22:45:00,Prozesswärme,0.961861
Saturday,1900-01-01 22:45:00,Raumwärme,0.923722
Saturday,1900-01-01 22:45:00,Warmwasser,0.923722
Saturday,1900-01-01 23:00:00,Beleuchtung,0.923722
Saturday,1900-01-01 23:00:00,IKT,0.923722
Saturday,1900-01-01 23:00:00,Klimakälte,0.923722
Saturday,1900-01-01 23:00:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 23:00:00,Prozesskälte,1
Saturday,1900-01-01 23:00:00,Prozesswärme,0.961861
Saturday,1900-01-01 23:00:00,Raumwärme,0.923722
Saturday,1900-01-01 23:00:00,Warmwasser,0.923722
Saturday,1900-01-01 23:15:00,Beleuchtung,0.923722
Saturday,1900-01-01 23:15:00,IKT,0.923722
Saturday,1900-01-01 23:15:00,Klimakälte,0.923722
Saturday,1900-01-01 23:15:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 23:15:00,Prozesskälte,1
Saturday,1900-01-01 23:15:00,Prozesswärme,0.961861
Saturday,1900-01-01 23:15:00,Raumwärme,0.923722
Saturday,1900-01-01 23:15:00,Warmwasser,0.923722
Saturday,1900-01-01 23:30:00,Beleuchtung,0.923722
Saturday,1900-01-01 23:30:00,IKT,0.923722
Saturday,1900-01-01 23:30:00,Klimakälte,0.923722
Saturday,1900-01-01 23:30:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 23:30:00,Prozesskälte,1
Saturday,1900-01-01 23:30:00,Prozesswärme,0.961861
Saturday,1900-01-01 23:30:00,Raumwärme,0.923722
Saturday,1900-01-01 23:30:00,Warmwasser,0.923722
Saturday,1900-01-01 23:45:00,Beleuchtung,0.923722
Saturday,1900-01-01 23:45:00,IKT,0.923722
Saturday,1900-01-01 23:45:00,Klimakälte,0.923722
Saturday,1900-01-01 23:45:00,mechanische Antriebe,0.961861
Saturday,1900-01-01 23:45:00,Prozesskälte,1
Saturday,1900-01-01 23:45:00,Prozesswärme,0.961861
Saturday,1900-01-01 23:45:00,Raumwärme,0.923722
Saturday,1900-01-01 23:45:00,Warmwasser,0.923722
Sunday,1900-01-01 00:00:00,Beleuchtung,0.923722
Sunday,1900-01-01 00:00:00,IKT,0.923722
Sunday,1900-01-01 00:00:00,Klimakälte,0.923722
Sunday,1900-01-01 00:00:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 00:00:00,Prozesskälte,1
Sunday,1900-01-01 00:00:00,Prozesswärme,0.961861
Sunday,1900-01-01 00:00:00,Raumwärme,0.923722
Sunday,1900-01-01 00:00:00,Warmwasser,0.923722
Sunday,1900-01-01 00:15:00,Beleuchtung,0.923722
Sunday,1900-01-01 00:15:00,IKT,0.923722
Sunday,1900-01-01 00:15:00,Klimakälte,0.923722
Sunday,1900-01-01 00:15:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 00:15:00,Prozesskälte,1
Sunday,1900-01-01 00:15:00,Prozesswärme,0.961861
Sunday,1900-01-01 00:15:00,Raumwärme,0.923722
Sunday,1900-01-01 00:15:00,Warmwasser,0.923722
Sunday,1900-01-01 00:30:00,Beleuchtung,0.923722
Sunday,1900-01-01 00:30:00,IKT,0.923722
Sunday,1900-01-01 00:30:00,Klimakälte,0.923722
Sunday,1900-01-01 00:30:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 00:30:00,Prozesskälte,1
Sunday,1900-01-01 00:30:00,Prozesswärme,0.961861
Sunday,1900-01-01 00:30:00,Raumwärme,0.923722
Sunday,1900-01-01 00:30:00,Warmwasser,0.923722
Sunday,1900-01-01 00:45:00,Beleuchtung,0.923722
Sunday,1900-01-01 00:45:00,IKT,0.923722
Sunday,1900-01-01 00:45:00,Klimakälte,0.923722
Sunday,1900-01-01 00:45:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 00:45:00,Prozesskälte,1
Sunday,1900-01-01 00:45:00,Prozesswärme,0.961861
Sunday,1900-01-01 00:45:00,Raumwärme,0.923722
Sunday,1900-01-01 00:45:00,Warmwasser,0.923722
Sunday,1900-01-01 01:00:00,Beleuchtung,0.923722
Sunday,1900-01-01 01:00:00,IKT,0.923722
Sunday,1900-01-01 01:00:00,Klimakälte,0.923722
Sunday,1900-01-01 01:00:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 01:00:00,Prozesskälte,1
Sunday,1900-01-01 01:00:00,Prozesswärme,0.961861
Sunday,1900-01-01 01:00:00,Raumwärme,0.923722
Sunday,1900-01-01 01:00:00,Warmwasser,0.923722
Sunday,1900-01-01 01:15:00,Beleuchtung,0.923722
Sunday,1900-01-01 01:15:00,IKT,0.923722
Sunday,1900-01-01 01:15:00,Klimakälte,0.923722
Sunday,1900-01-01 01:15:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 01:15:00,Prozesskälte,1
Sunday,1900-01-01 01:15:00,Prozesswärme,0.961861
Sunday,1900-01-01 01:15:00,Raumwärme,0.923722
Sunday,1900-01-01 01:15:00,Warmwasser,0.923722
Sunday,1900-01-01 01:30:00,Beleuchtung,0.923722
Sunday,1900-01-01 01:30:00,IKT,0.923722
Sunday,1900-01-01 01:30:00,Klimakälte,0.923722
Sunday,1900-01-01 01:30:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 01:30:00,Prozesskälte,1
Sunday,1900-01-01 01:30:00,Prozesswärme,0.961861
Sunday,1900-01-01 01:30:00,Raumwärme,0.923722
Sunday,1900-01-01 01:30:00,Warmwasser,0.923722
Sunday,1900-01-01 01:45:00,Beleuchtung,0.923722
Sunday,1900-01-01 01:45:00,IKT,0.923722
Sunday,1900-01-01 01:45:00,Klimakälte,0.923722
Sunday,1900-01-01 01:45:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 01:45:00,Prozesskälte,1
Sunday,1900-01-01 01:45:00,Prozesswärme,0.961861
Sunday,1900-01-01 01:45:00,Raumwärme,0.923722
Sunday,1900-01-01 01:45:00,Warmwasser,0.923722
Sunday,1900-01-01 02:00:00,Beleuchtung,0.923722
Sunday,1900-01-01 02:00:00,IKT,0.923722
Sunday,1900-01-01 02:00:00,Klimakälte,0.923722
Sunday,1900-01-01 02:00:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 02:00:00,Prozesskälte,1
Sunday,1900-01-01 02:00:00,Prozesswärme,0.961861
Sunday,1900-01-01 02:00:00,Raumwärme,0.923722
Sunday,1900-01-01 02:00:00,Warmwasser,0.923722
Sunday,1900-01-01 02:15:00,Beleuchtung,0.923722
Sunday,1900-01-01 02:15:00,IKT,0.923722
Sunday,1900-01-01 02:15:00,Klimakälte,0.923722
Sunday,1900-01-01 02:15:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 02:15:00,Prozesskälte,1
Sunday,1900-01-01 02:15:00,Prozesswärme,0.961861
Sunday,1900-01-01 02:15:00,Raumwärme,0.923722
Sunday,1900-01-01 02:15:00,Warmwasser,0.923722
Sunday,1900-01-01 02:30:00,Beleuchtung,0.923722
Sunday,1900-01-01 02:30:00,IKT,0.923722
Sunday,1900-01-01 02:30:00,Klimakälte,0.923722
Sunday,1900-01-01 02:30:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 02:30:00,Prozesskälte,1
Sunday,1900-01-01 02:30:00,Prozesswärme,0.961861
Sunday,1900-01-01 02:30:00,Raumwärme,0.923722
Sunday,1900-01-01 02:30:00,Warmwasser,0.923722
Sunday,1900-01-01 02:45:00,Beleuchtung,0.923722
Sunday,1900-01-01 02:45:00,IKT,0.923722
Sunday,1900-01-01 02:45:00,Klimakälte,0.923722
Sunday,1900-01-01 02:45:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 02:45:00,Prozesskälte,1
Sunday,1900-01-01 02:45:00,Prozesswärme,0.961861
Sunday,1900-01-01 02:45:00,Raumwärme,0.923722
Sunday,1900-01-01 02:45:00,Warmwasser,0.923722
Sunday,1900-01-01 03:00:00,Beleuchtung,0.923722
Sunday,1900-01-01 03:00:00,IKT,0.923722
Sunday,1900-01-01 03:00:00,Klimakälte,0.923722
Sunday,1900-01-01 03:00:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 03:00:00,Prozesskälte,1
Sunday,1900-01-01 03:00:00,Prozesswärme,0.961861
Sunday,1900-01-01 03:00:00,Raumwärme,0.923722
Sunday,1900-01-01 03:00:00,Warmwasser,0.923722
Sunday,1900-01-01 03:15:00,Beleuchtung,0.923722
Sunday,1900-01-01 03:15:00,IKT,0.923722
Sunday,1900-01-01 03:15:00,Klimakälte,0.923722
Sunday,1900-01-01 03:15:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 03:15:00,Prozesskälte,1
Sunday,1900-01-01 03:15:00,Prozesswärme,0.961861
Sunday,1900-01-01 03:15:00,Raumwärme,0.923722
Sunday,1900-01-01 03:15:00,Warmwasser,0.923722
Sunday,1900-01-01 03:30:00,Beleuchtung,0.923722
Sunday,1900-01-01 03:30:00,IKT,0.923722
Sunday,1900-01-01 03:30:00,Klimakälte,0.923722
Sunday,1900-01-01 03:30:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 03:30:00,Prozesskälte,1
Sunday,1900-01-01 03:30:00,Prozesswärme,0.961861
Sunday,1900-01-01 03:30:00,Raumwärme,0.923722
Sunday,1900-01-01 03:30:00,Warmwasser,0.923722
Sunday,1900-01-01 03:45:00,Beleuchtung,0.923722
Sunday,1900-01-01 03:45:00,IKT,0.923722
Sunday,1900-01-01 03:45:00,Klimakälte,0.923722
Sunday,1900-01-01 03:45:00,mechanische Antriebe,0.961861
Sunday,1900-01-01 03:45:00,Prozesskälte,1
Sunday,1900-01-01 03:45:00,Prozesswärme,0.961861
