day,time,end_use_type,value
Holiday,1900-01-01 07:45:00,mechanische Antriebe,0.998433
Holiday,1900-01-01 07:45:00,Prozesskälte,1
Holiday,1900-01-01 07:45:00,Prozesswärme,0.998433
Holiday,1900-01-01 07:45:00,Raumwärme,0.996865
Holiday,1900-01-01 07:45:00,Warmwasser,0.996865
Holiday,1900-01-01 08:00:00,Beleuchtung,0.997898
Holiday,1900-01-01 08:00:00,IKT,0.997898
Holiday,1900-01-01 08:00:00,Klimakälte,0.997898
Holiday,1900-01-01 08:00:00,mechanische Antriebe,0.998949
Holiday,1900-01-01 08:00:00,Prozesskälte,1
Holiday,1900-01-01 08:00:00,Prozesswärme,0.998949
Holiday,1900-01-01 08:00:00,Raumwärme,0.997898
Holiday,1900-01-01 08:00:00,Warmwasser,0.997898
Holiday,1900-01-01 08:15:00,Beleuchtung,0.998917
Holiday,1900-01-01 08:15:00,IKT,0.998917
Holiday,1900-01-01 08:15:00,Klimakälte,0.998917
Holiday,1900-01-01 08:15:00,mechanische Antriebe,0.999458
Holiday,1900-01-01 08:15:00,Prozesskälte,1
Holiday,1900-01-01 08:15:00,Prozesswärme,0.999458
Holiday,1900-01-01 08:15:00,Raumwärme,0.998917
Holiday,1900-01-01 08:15:00,Warmwasser,0.998917
Holiday,1900-01-01 08:30:00,Beleuchtung,0.999928
Holiday,1900-01-01 08:30:00,IKT,0.999928
Holiday,1900-01-01 08:30:00,Klimakälte,0.999928
Holiday,1900-01-01 08:30:00,mechanische Antriebe,0.999964
Holiday,1900-01-01 08:30:00,Prozesskälte,1
Holiday,1900-01-01 08:30:00,Prozesswärme,0.999964
Holiday,1900-01-01 08:30:00,Raumwärme,0.999928
Holiday,1900-01-01 08:30:00,Warmwasser,0.999928
Holiday,1900-01-01 08:45:00,Beleuchtung,1.00093
Holiday,1900-01-01 08:45:00,IKT,1.00093
Holiday,1900-01-01 08:45:00,Klimakälte,1.00093
Holiday,1900-01-01 08:45:00,mechanische Antriebe,1.00046
Holiday,1900-01-01 08:45:00,Prozesskälte,1
Holiday,1900-01-01 08:45:00,Prozesswärme,1.00046
Holiday,1900-01-01 08:45:00,Raumwärme,1.00093
Holiday,1900-01-01 08:45:00,Warmwasser,1.00093
Holiday,1900-01-01 09:00:00,Beleuchtung,1.00192
Holiday,1900-01-01 09:00:00,IKT,1.00192
Holiday,1900-01-01 09:00:00,Klimakälte,1.00192
Holiday,1900-01-01 09:00:00,mechanische Antriebe,1.00096
Holiday,1900-01-01 09:00:00,Prozesskälte,1
Holiday,1900-01-01 09:00:00,Prozesswärme,1.00096
Holiday,1900-01-01 09:00:00,Raumwärme,1.00192
Holiday,1900-01-01 09:00:00,Warmwasser,1.00192
Holiday,1900-01-01 09:15:00,Beleuchtung,1.00288
Holiday,1900-01-01 09:15:00,IKT,1.00288
Holiday,1900-01-01 09:15:00,Klimakälte,1.00288
Holiday,1900-01-01 09:15:00,mechanische Antriebe,1.00144
Holiday,1900-01-01 09:15:00,Prozesskälte,1
Holiday,1900-01-01 09:15:00,Prozesswärme,1.00144
Holiday,1900-01-01 09:15:00,Raumwärme,1.00288
Holiday,1900-01-01 09:15:00,Warmwasser,1.00288
Holiday,1900-01-01 09:30:00,Beleuchtung,1.00378
Holiday,1900-01-01 09:30:00,IKT,1.00378
Holiday,1900-01-01 09:30:00,Klimakälte,1.00378
Holiday,1900-01-01 09:30:00,mechanische Antriebe,1.00189
Holiday,1900-01-01 09:30:00,Prozesskälte,1
Holiday,1900-01-01 09:30:00,Prozesswärme,1.00189
Holiday,1900-01-01 09:30:00,Raumwärme,1.00378
Holiday,1900-01-01 09:30:00,Warmwasser,1.00378
Holiday,1900-01-01 09:45:00,Beleuchtung,1.00457
Holiday,1900-01-01 09:45:00,IKT,1.00457
Holiday,1900-01-01 09:45:00,Klimakälte,1.00457
Holiday,1900-01-01 09:45:00,mechanische Antriebe,1.00228
Holiday,1900-01-01 09:45:00,Prozesskälte,1
Holiday,1900-01-01 09:45:00,Prozesswärme,1.00228
Holiday,1900-01-01 09:45:00,Raumwärme,1.00457
Holiday,1900-01-01 09:45:00,Warmwasser,1.00457
Holiday,1900-01-01 10:00:00,Beleuchtung,1.0052
Holiday,1900-01-01 10:00:00,IKT,1.0052
Holiday,1900-01-01 10:00:00,Klimakälte,1.0052
Holiday,1900-01-01 10:00:00,mechanische Antriebe,1.0026
Holiday,1900-01-01 10:00:00,Prozesskälte,1
Holiday,1900-01-01 10:00:00,Prozesswärme,1.0026
Holiday,1900-01-01 10:00:00,Raumwärme,1.0052
Holiday,1900-01-01 10:00:00,Warmwasser,1.0052
Holiday,1900-01-01 10:15:00,Beleuchtung,1.00565
Holiday,1900-01-01 10:15:00,IKT,1.00565
Holiday,1900-01-01 10:15:00,Klimakälte,1.00565
Holiday,1900-01-01 10:15:00,mechanische Antriebe,1.00282
Holiday,1900-01-01 10:15:00,Prozesskälte,1
Holiday,1900-01-01 10:15:00,Prozesswärme,1.00282
Holiday,1900-01-01 10:15:00,Raumwärme,1.00565
Holiday,1900-01-01 10:15:00,Warmwasser,1.00565
Holiday,1900-01-01 10:30:00,Beleuchtung,1.00591
Holiday,1900-01-01 10:30:00,IKT,1.00591
Holiday,1900-01-01 10:30:00,Klimakälte,1.00591
Holiday,1900-01-01 10:30:00,mechanische Antriebe,1.00295
Holiday,1900-01-01 10:30:00,Prozesskälte,1
Holiday,1900-01-01 10:30:00,Prozesswärme,1.00295
Holiday,1900-01-01 10:30:00,Raumwärme,1.00591
Holiday,1900-01-01 10:30:00,Warmwasser,1.00591
Holiday,1900-01-01 10:45:00,Beleuchtung,1.006
Holiday,1900-01-01 10:45:00,IKT,1.006
Holiday,1900-01-01 10:45:00,Klimakälte,1.006
Holiday,1900-01-01 10:45:00,mechanische Antriebe,1.003
Holiday,1900-01-01 10:45:00,Prozesskälte,1
Holiday,1900-01-01 10:45:00,Prozesswärme,1.003
Holiday,1900-01-01 10:45:00,Raumwärme,1.006
Holiday,1900-01-01 10:45:00,Warmwasser,1.006
Holiday,1900-01-01 11:00:00,Beleuchtung,1.00593
Holiday,1900-01-01 11:00:00,IKT,1.00593
Holiday,1900-01-01 11:00:00,Klimakälte,1.00593
Holiday,1900-01-01 11:00:00,mechanische Antriebe,1.00297
Holiday,1900-01-01 11:00:00,Prozesskälte,1
Holiday,1900-01-01 11:00:00,Prozesswärme,1.00297
Holiday,1900-01-01 11:00:00,Raumwärme,1.00593
Holiday,1900-01-01 11:00:00,Warmwasser,1.00593
Holiday,1900-01-01 11:15:00,Beleuchtung,1.00573
Holiday,1900-01-01 11:15:00,IKT,1.00573
Holiday,1900-01-01 11:15:00,Klimakälte,1.00573
Holiday,1900-01-01 11:15:00,mechanische Antriebe,1.00286
Holiday,1900-01-01 11:15:00,Prozesskälte,1
Holiday,1900-01-01 11:15:00,Prozesswärme,1.00286
Holiday,1900-01-01 11:15:00,Raumwärme,1.00573
Holiday,1900-01-01 11:15:00,Warmwasser,1.00573
Holiday,1900-01-01 11:30:00,Beleuchtung,1.00536
Holiday,1900-01-01 11:30:00,IKT,1.00536
Holiday,1900-01-01 11:30:00,Klimakälte,1.00536
Holiday,1900-01-01 11:30:00,mechanische Antriebe,1.00268
Holiday,1900-01-01 11:30:00,Prozesskälte,1
Holiday,1900-01-01 11:30:00,Prozesswärme,1.00268
Holiday,1900-01-01 11:30:00,Raumwärme,1.00536
Holiday,1900-01-01 11:30:00,Warmwasser,1.00536
Holiday,1900-01-01 11:45:00,Beleuchtung,1.00483
Holiday,1900-01-01 11:45:00,IKT,1.00483
Holiday,1900-01-01 11:45:00,Klimakälte,1.00483
Holiday,1900-01-01 11:45:00,mechanische Antriebe,1.00241
Holiday,1900-01-01 11:45:00,Prozesskälte,1
Holiday,1900-01-01 11:45:00,Prozesswärme,1.00241
Holiday,1900-01-01 11:45:00,Raumwärme,1.00483
Holiday,1900-01-01 11:45:00,Warmwasser,1.00483
Holiday,1900-01-01 12:00:00,Beleuchtung,1.00411
Holiday,1900-01-01 12:00:00,IKT,1.00411
Holiday,1900-01-01 12:00:00,Klimakälte,1.00411
Holiday,1900-01-01 12:00:00,mechanische Antriebe,1.00205
Holiday,1900-01-01 12:00:00,Prozesskälte,1
Holiday,1900-01-01 12:00:00,Prozesswärme,1.00205
Holiday,1900-01-01 12:00:00,Raumwärme,1.00411
Holiday,1900-01-01 12:00:00,Warmwasser,1.00411
Holiday,1900-01-01 12:15:00,Beleuchtung,1.00318
Holiday,1900-01-01 12:15:00,IKT,1.00318
Holiday,1900-01-01 12:15:00,Klimakälte,1.00318
Holiday,1900-01-01 12:15:00,mechanische Antriebe,1.00159
Holiday,1900-01-01 12:15:00,Prozesskälte,1
Holiday,1900-01-01 12:15:00,Prozesswärme,1.00159
Holiday,1900-01-01 12:15:00,Raumwärme,1.00318
Holiday,1900-01-01 12:15:00,Warmwasser,1.00318
Holiday,1900-01-01 12:30:00,Beleuchtung,1.002
Holiday,1900-01-01 12:30:00,IKT,1.002
Holiday,1900-01-01 12:30:00,Klimakälte,1.002
Holiday,1900-01-01 12:30:00,mechanische Antriebe,1.001
Holiday,1900-01-01 12:30:00,Prozesskälte,1
Holiday,1900-01-01 12:30:00,Prozesswärme,1.001
Holiday,1900-01-01 12:30:00,Raumwärme,1.002
Holiday,1900-01-01 12:30:00,Warmwasser,1.002
Holiday,1900-01-01 12:45:00,Beleuchtung,1.0005
Holiday,1900-01-01 12:45:00,IKT,1.0005
Holiday,1900-01-01 12:45:00,Klimakälte,1.0005
Holiday,1900-01-01 12:45:00,mechanische Antriebe,1.00025
Holiday,1900-01-01 12:45:00,Prozesskälte,1
Holiday,1900-01-01 12:45:00,Prozesswärme,1.00025
Holiday,1900-01-01 12:45:00,Raumwärme,1.0005
Holiday,1900-01-01 12:45:00,Warmwasser,1.0005
Holiday,1900-01-01 13:00:00,Beleuchtung,0.998629
Holiday,1900-01-01 13:00:00,IKT,0.998629
Holiday,1900-01-01 13:00:00,Klimakälte,0.998629
Holiday,1900-01-01 13:00:00,mechanische Antriebe,0.999314
Holiday,1900-01-01 13:00:00,Prozesskälte,1
Holiday,1900-01-01 13:00:00,Prozesswärme,0.999314
Holiday,1900-01-01 13:00:00,Raumwärme,0.998629
Holiday,1900-01-01 13:00:00,Warmwasser,0.998629
Holiday,1900-01-01 13:15:00,Beleuchtung,0.996323
Holiday,1900-01-01 13:15:00,IKT,0.996323
Holiday,1900-01-01 13:15:00,Klimakälte,0.996323
Holiday,1900-01-01 13:15:00,mechanische Antriebe,0.998161
Holiday,1900-01-01 13:15:00,Prozesskälte,1
Holiday,1900-01-01 13:15:00,Prozesswärme,0.998161
Holiday,1900-01-01 13:15:00,Raumwärme,0.996323
Holiday,1900-01-01 13:15:00,Warmwasser,0.996323
Holiday,1900-01-01 13:30:00,Beleuchtung,0.993524
Holiday,1900-01-01 13:30:00,IKT,0.993524
Holiday,1900-01-01 13:30:00,Klimakälte,0.993524
Holiday,1900-01-01 13:30:00,mechanische Antriebe,0.996762
Holiday,1900-01-01 13:30:00,Prozesskälte,1
Holiday,1900-01-01 13:30:00,Prozesswärme,0.996762
Holiday,1900-01-01 13:30:00,Raumwärme,0.993524
Holiday,1900-01-01 13:30:00,Warmwasser,0.993524
Holiday,1900-01-01 13:45:00,Beleuchtung,0.990173
Holiday,1900-01-01 13:45:00,IKT,0.990173
Holiday,1900-01-01 13:45:00,Klimakälte,0.990173
Holiday,1900-01-01 13:45:00,mechanische Antriebe,0.995086
Holiday,1900-01-01 13:45:00,Prozesskälte,1
Holiday,1900-01-01 13:45:00,Prozesswärme,0.995086
Holiday,1900-01-01 13:45:00,Raumwärme,0.990173
Holiday,1900-01-01 13:45:00,Warmwasser,0.990173
Holiday,1900-01-01 14:00:00,Beleuchtung,0.986208
Holiday,1900-01-01 14:00:00,IKT,0.986208
Holiday,1900-01-01 14:00:00,Klimakälte,0.986208
Holiday,1900-01-01 14:00:00,mechanische Antriebe,0.993104
Holiday,1900-01-01 14:00:00,Prozesskälte,1
Holiday,1900-01-01 14:00:00,Prozesswärme,0.993104
Holiday,1900-01-01 14:00:00,Raumwärme,0.986208
Holiday,1900-01-01 14:00:00,Warmwasser,0.986208
Holiday,1900-01-01 14:15:00,Beleuchtung,0.981607
Holiday,1900-01-01 14:15:00,IKT,0.981607
Holiday,1900-01-01 14:15:00,Klimakälte,0.981607
Holiday,1900-01-01 14:15:00,mechanische Antriebe,0.990804
Holiday,1900-01-01 14:15:00,Prozesskälte,1
Holiday,1900-01-01 14:15:00,Prozesswärme,0.990804
Holiday,1900-01-01 14:15:00,Raumwärme,0.981607
Holiday,1900-01-01 14:15:00,Warmwasser,0.981607
Holiday,1900-01-01 14:30:00,Beleuchtung,0.976495
Holiday,1900-01-01 14:30:00,IKT,0.976495
Holiday,1900-01-01 14:30:00,Klimakälte,0.976495
Holiday,1900-01-01 14:30:00,mechanische Antriebe,0.988248
Holiday,1900-01-01 14:30:00,Prozesskälte,1
Holiday,1900-01-01 14:30:00,Prozesswärme,0.988248
Holiday,1900-01-01 14:30:00,Raumwärme,0.976495
Holiday,1900-01-01 14:30:00,Warmwasser,0.976495
Holiday,1900-01-01 14:45:00,Beleuchtung,0.971034
Holiday,1900-01-01 14:45:00,IKT,0.971034
Holiday,1900-01-01 14:45:00,Klimakälte,0.971034
Holiday,1900-01-01 14:45:00,mechanische Antriebe,0.985517
Holiday,1900-01-01 14:45:00,Prozesskälte,1
Holiday,1900-01-01 14:45:00,Prozesswärme,0.985517
Holiday,1900-01-01 14:45:00,Raumwärme,0.971034
Holiday,1900-01-01 14:45:00,Warmwasser,0.971034
Holiday,1900-01-01 15:00:00,Beleuchtung,0.965385
Holiday,1900-01-01 15:00:00,IKT,0.965385
Holiday,1900-01-01 15:00:00,Klimakälte,0.965385
Holiday,1900-01-01 15:00:00,mechanische Antriebe,0.982693
Holiday,1900-01-01 15:00:00,Prozesskälte,1
Holiday,1900-01-01 15:00:00,Prozesswärme,0.982693
Holiday,1900-01-01 15:00:00,Raumwärme,0.965385
Holiday,1900-01-01 15:00:00,Warmwasser,0.965385
Holiday,1900-01-01 15:15:00,Beleuchtung,0.959712
Holiday,1900-01-01 15:15:00,IKT,0.959712
Holiday,1900-01-01 15:15:00,Klimakälte,0.959712
Holiday,1900-01-01 15:15:00,mechanische Antriebe,0.979856
Holiday,1900-01-01 15:15:00,Prozesskälte,1
Holiday,1900-01-01 15:15:00,Prozesswärme,0.979856
Holiday,1900-01-01 15:15:00,Raumwärme,0.959712
Holiday,1900-01-01 15:15:00,Warmwasser,0.959712
Holiday,1900-01-01 15:30:00,Beleuchtung,0.954179
Holiday,1900-01-01 15:30:00,IKT,0.954179
Holiday,1900-01-01 15:30:00,Klimakälte,0.954179
Holiday,1900-01-01 15:30:00,mechanische Antriebe,0.97709
Holiday,1900-01-01 15:30:00,Prozesskälte,1
Holiday,1900-01-01 15:30:00,Prozesswärme,0.97709
Holiday,1900-01-01 15:30:00,Raumwärme,0.954179
Holiday,1900-01-01 15:30:00,Warmwasser,0.954179
Holiday,1900-01-01 15:45:00,Beleuchtung,0.948952
Holiday,1900-01-01 15:45:00,IKT,0.948952
Holiday,1900-01-01 15:45:00,Klimakälte,0.948952
Holiday,1900-01-01 15:45:00,mechanische Antriebe,0.974476
Holiday,1900-01-01 15:45:00,Prozesskälte,1
Holiday,1900-01-01 15:45:00,Prozesswärme,0.974476
Holiday,1900-01-01 15:45:00,Raumwärme,0.948952
Holiday,1900-01-01 15:45:00,Warmwasser,0.948952
Holiday,1900-01-01 16:00:00,Beleuchtung,0.944197
Holiday,1900-01-01 16:00:00,IKT,0.944197
Holiday,1900-01-01 16:00:00,Klimakälte,0.944197
Holiday,1900-01-01 16:00:00,mechanische Antriebe,0.972099
Holiday,1900-01-01 16:00:00,Prozesskälte,1
Holiday,1900-01-01 16:00:00,Prozesswärme,0.972099
Holiday,1900-01-01 16:00:00,Raumwärme,0.944197
Holiday,1900-01-01 16:00:00,Warmwasser,0.944197
Holiday,1900-01-01 16:15:00,Beleuchtung,0.940051
Holiday,1900-01-01 16:15:00,IKT,0.940051
Holiday,1900-01-01 16:15:00,Klimakälte,0.940051
Holiday,1900-01-01 16:15:00,mechanische Antriebe,0.970026
Holiday,1900-01-01 16:15:00,Prozesskälte,1
Holiday,1900-01-01 16:15:00,Prozesswärme,0.970026
Holiday,1900-01-01 16:15:00,Raumwärme,0.940051
Holiday,1900-01-01 16:15:00,Warmwasser,0.940051
Holiday,1900-01-01 16:30:00,Beleuchtung,0.93654
Holiday,1900-01-01 16:30:00,IKT,0.93654
Holiday,1900-01-01 16:30:00,Klimakälte,0.93654
Holiday,1900-01-01 16:30:00,mechanische Antriebe,0.96827
Holiday,1900-01-01 16:30:00,Prozesskälte,1
Holiday,1900-01-01 16:30:00,Prozesswärme,0.96827
Holiday,1900-01-01 16:30:00,Raumwärme,0.93654
Holiday,1900-01-01 16:30:00,Warmwasser,0.93654
Holiday,1900-01-01 16:45:00,Beleuchtung,0.933661
Holiday,1900-01-01 16:45:00,IKT,0.933661
Holiday,1900-01-01 16:45:00,Klimakälte,0.933661
Holiday,1900-01-01 16:45:00,mechanische Antriebe,0.96683
Holiday,1900-01-01 16:45:00,Prozesskälte,1
Holiday,1900-01-01 16:45:00,Prozesswärme,0.96683
Holiday,1900-01-01 16:45:00,Raumwärme,0.933661
Holiday,1900-01-01 16:45:00,Warmwasser,0.933661
Holiday,1900-01-01 17:00:00,Beleuchtung,0.931411
Holiday,1900-01-01 17:00:00,IKT,0.931411
Holiday,1900-01-01 17:00:00,Klimakälte,0.931411
Holiday,1900-01-01 17:00:00,mechanische Antriebe,0.965706
Holiday,1900-01-01 17:00:00,Prozesskälte,1
Holiday,1900-01-01 17:00:00,Prozesswärme,0.965706
Holiday,1900-01-01 17:00:00,Raumwärme,0.931411
Holiday,1900-01-01 17:00:00,Warmwasser,0.931411
Holiday,1900-01-01 17:15:00,Beleuchtung,0.929762
Holiday,1900-01-01 17:15:00,IKT,0.929762
Holiday,1900-01-01 17:15:00,Klimakälte,0.929762
Holiday,1900-01-01 17:15:00,mechanische Antriebe,0.964881
Holiday,1900-01-01 17:15:00,Prozesskälte,1
Holiday,1900-01-01 17:15:00,Prozesswärme,0.964881
Holiday,1900-01-01 17:15:00,Raumwärme,0.929762
Holiday,1900-01-01 17:15:00,Warmwasser,0.929762
Holiday,1900-01-01 17:30:00,Beleuchtung,0.928585
Holiday,1900-01-01 17:30:00,IKT,0.928585
Holiday,1900-01-01 17:30:00,Klimakälte,0.928585
Holiday,1900-01-01 17:30:00,mechanische Antriebe,0.964293
Holiday,1900-01-01 17:30:00,Prozesskälte,1
Holiday,1900-01-01 17:30:00,Prozesswärme,0.964293
Holiday,1900-01-01 17:30:00,Raumwärme,0.928585
Holiday,1900-01-01 17:30:00,Warmwasser,0.928585
Holiday,1900-01-01 17:45:00,Beleuchtung,0.927725
Holiday,1900-01-01 17:45:00,IKT,0.927725
Holiday,1900-01-01 17:45:00,Klimakälte,0.927725
Holiday,1900-01-01 17:45:00,mechanische Antriebe,0.963863
Holiday,1900-01-01 17:45:00,Prozesskälte,1
Holiday,1900-01-01 17:45:00,Prozesswärme,0.963863
Holiday,1900-01-01 17:45:00,Raumwärme,0.927725
Holiday,1900-01-01 17:45:00,Warmwasser,0.927725
Holiday,1900-01-01 18:00:00,Beleuchtung,0.927027
Holiday,1900-01-01 18:00:00,IKT,0.927027
Holiday,1900-01-01 18:00:00,Klimakälte,0.927027
Holiday,1900-01-01 18:00:00,mechanische Antriebe,0.963514
Holiday,1900-01-01 18:00:00,Prozesskälte,1
Holiday,1900-01-01 18:00:00,Prozesswärme,0.963514
Holiday,1900-01-01 18:00:00,Raumwärme,0.927027
Holiday,1900-01-01 18:00:00,Warmwasser,0.927027
Holiday,1900-01-01 18:15:00,Beleuchtung,0.926363
Holiday,1900-01-01 18:15:00,IKT,0.926363
Holiday,1900-01-01 18:15:00,Klimakälte,0.926363
Holiday,1900-01-01 18:15:00,mechanische Antriebe,0.963182
Holiday,1900-01-01 18:15:00,Prozesskälte,1
Holiday,1900-01-01 18:15:00,Prozesswärme,0.963182
Holiday,1900-01-01 18:15:00,Raumwärme,0.926363
Holiday,1900-01-01 18:15:00,Warmwasser,0.926363
Holiday,1900-01-01 18:30:00,Beleuchtung,0.925712
Holiday,1900-01-01 18:30:00,IKT,0.925712
Holiday,1900-01-01 18:30:00,Klimakälte,0.925712
Holiday,1900-01-01 18:30:00,mechanische Antriebe,0.962856
Holiday,1900-01-01 18:30:00,Prozesskälte,1
Holiday,1900-01-01 18:30:00,Prozesswärme,0.962856
Holiday,1900-01-01 18:30:00,Raumwärme,0.925712
Holiday,1900-01-01 18:30:00,Warmwasser,0.925712
Holiday,1900-01-01 18:45:00,Beleuchtung,0.925079
Holiday,1900-01-01 18:45:00,IKT,0.925079
Holiday,1900-01-01 18:45:00,Klimakälte,0.925079
Holiday,1900-01-01 18:45:00,mechanische Antriebe,0.96254
Holiday,1900-01-01 18:45:00,Prozesskälte,1
Holiday,1900-01-01 18:45:00,Prozesswärme,0.96254
Holiday,1900-01-01 18:45:00,Raumwärme,0.925079
Holiday,1900-01-01 18:45:00,Warmwasser,0.925079
Holiday,1900-01-01 19:00:00,Beleuchtung,0.92447
Holiday,1900-01-01 19:00:00,IKT,0.92447
Holiday,1900-01-01 19:00:00,Klimakälte,0.92447
Holiday,1900-01-01 19:00:00,mechanische Antriebe,0.962235
Holiday,1900-01-01 19:00:00,Prozesskälte,1
Holiday,1900-01-01 19:00:00,Prozesswärme,0.962235
Holiday,1900-01-01 19:00:00,Raumwärme,0.92447
Holiday,1900-01-01 19:00:00,Warmwasser,0.92447
Holiday,1900-01-01 19:15:00,Beleuchtung,0.923923
Holiday,1900-01-01 19:15:00,IKT,0.923923
Holiday,1900-01-01 19:15:00,Klimakälte,0.923923
Holiday,1900-01-01 19:15:00,mechanische Antriebe,0.961962
Holiday,1900-01-01 19:15:00,Prozesskälte,1
Holiday,1900-01-01 19:15:00,Prozesswärme,0.961962
Holiday,1900-01-01 19:15:00,Raumwärme,0.923923
Holiday,1900-01-01 19:15:00,Warmwasser,0.923923
Holiday,1900-01-01 19:30:00,Beleuchtung,0.923607
Holiday,1900-01-01 19:30:00,IKT,0.923607
Holiday,1900-01-01 19:30:00,Klimakälte,0.923607
Holiday,1900-01-01 19:30:00,mechanische Antriebe,0.961803
Holiday,1900-01-01 19:30:00,Prozesskälte,1
Holiday,1900-01-01 19:30:00,Prozesswärme,0.961803
Holiday,1900-01-01 19:30:00,Raumwärme,0.923607
Holiday,1900-01-01 19:30:00,Warmwasser,0.923607
Holiday,1900-01-01 19:45:00,Beleuchtung,0.923722
Holiday,1900-01-01 19:45:00,IKT,0.923722
Holiday,1900-01-01 19:45:00,Klimakälte,0.923722
Holiday,1900-01-01 19:45:00,mechanische Antriebe,0.961861
Holiday,1900-01-01 19:45:00,Prozesskälte,1
Holiday,1900-01-01 19:45:00,Prozesswärme,0.961861
Holiday,1900-01-01 19:45:00,Raumwärme,0.923722
Holiday,1900-01-01 19:45:00,Warmwasser,0.923722
Holiday,1900-01-01 20:00:00,Beleuchtung,0.92447
Holiday,1900-01-01 20:00:00,IKT,0.92447
Holiday,1900-01-01 20:00:00,Klimakälte,0.92447
Holiday,1900-01-01 20:00:00,mechanische Antriebe,0.962235
Holiday,1900-01-01 20:00:00,Prozesskälte,1
Holiday,1900-01-01 20:00:00,Prozesswärme,0.962235
Holiday,1900-01-01 20:00:00,Raumwärme,0.92447
Holiday,1900-01-01 20:00:00,Warmwasser,0.92447
Holiday,1900-01-01 20:15:00,Beleuchtung,0.926072
Holiday,1900-01-01 20:15:00,IKT,0.926072
Holiday,1900-01-01 20:15:00,Klimakälte,0.926072
Holiday,1900-01-01 20:15:00,mechanische Antriebe,0.963036
Holiday,1900-01-01 20:15:00,Prozesskälte,1
Holiday,1900-01-01 20:15:00,Prozesswärme,0.963036
Holiday,1900-01-01 20:15:00,Raumwärme,0.926072
Holiday,1900-01-01 20:15:00,Warmwasser,0.926072
Holiday,1900-01-01 20:30:00,Beleuchtung,0.928828
Holiday,1900-01-01 20:30:00,IKT,0.928828
Holiday,1900-01-01 20:30:00,Klimakälte,0.928828
Holiday,1900-01-01 20:30:00,mechanische Antriebe,0.964414
Holiday,1900-01-01 20:30:00,Prozesskälte,1
Holiday,1900-01-01 20:30:00,Prozesswärme,0.964414
Holiday,1900-01-01 20:30:00,Raumwärme,0.928828
Holiday,1900-01-01 20:30:00,Warmwasser,0.928828
Holiday,1900-01-01 20:45:00,Beleuchtung,0.933058
Holiday,1900-01-01 20:45:00,IKT,0.933058
Holiday,1900-01-01 20:45:00,Klimakälte,0.933058
Holiday,1900-01-01 20:45:00,mechanische Antriebe,0.966529
Holiday,1900-01-01 20:45:00,Prozesskälte,1
Holiday,1900-01-01 20:45:00,Prozesswärme,0.966529
Holiday,1900-01-01 20:45:00,Raumwärme,0.933058
Holiday,1900-01-01 20:45:00,Warmwasser,0.933058
Holiday,1900-01-01 21:00:00,Beleuchtung,0.939083
Holiday,1900-01-01 21:00:00,IKT,0.939083
Holiday,1900-01-01 21:00:00,Klimakälte,0.939083
Holiday,1900-01-01 21:00:00,mechanische Antriebe,0.969541
Holiday,1900-01-01 21:00:00,Prozesskälte,1
Holiday,1900-01-01 21:00:00,Prozesswärme,0.969541
Holiday,1900-01-01 21:00:00,Raumwärme,0.939083
Holiday,1900-01-01 21:00:00,Warmwasser,0.939083
Holiday,1900-01-01 21:15:00,Beleuchtung,0.947241
Holiday,1900-01-01 21:15:00,IKT,0.947241
Holiday,1900-01-01 21:15:00,Klimakälte,0.947241
Holiday,1900-01-01 21:15:00,mechanische Antriebe,0.973621
Holiday,1900-01-01 21:15:00,Prozesskälte,1
Holiday,1900-01-01 21:15:00,Prozesswärme,0.973621
Holiday,1900-01-01 21:15:00,Raumwärme,0.947241
Holiday,1900-01-01 21:15:00,Warmwasser,0.947241
Holiday,1900-01-01 21:30:00,Beleuchtung,0.957951
Holiday,1900-01-01 21:30:00,IKT,0.957951
Holiday,1900-01-01 21:30:00,Klimakälte,0.957951
Holiday,1900-01-01 21:30:00,mechanische Antriebe,0.978975
Holiday,1900-01-01 21:30:00,Prozesskälte,1
Holiday,1900-01-01 21:30:00,Prozesswärme,0.978975
Holiday,1900-01-01 21:30:00,Raumwärme,0.957951
Holiday,1900-01-01 21:30:00,Warmwasser,0.957951
Holiday,1900-01-01 21:45:00,Beleuchtung,0.971647
Holiday,1900-01-01 21:45:00,IKT,0.971647
Holiday,1900-01-01 21:45:00,Klimakälte,0.971647
Holiday,1900-01-01 21:45:00,mechanische Antriebe,0.985823
Holiday,1900-01-01 21:45:00,Prozesskälte,1
Holiday,1900-01-01 21:45:00,Prozesswärme,0.985823
Holiday,1900-01-01 21:45:00,Raumwärme,0.971647
Holiday,1900-01-01 21:45:00,Warmwasser,0.971647
Holiday,1900-01-01 22:00:00,Beleuchtung,0.988765
Holiday,1900-01-01 22:00:00,IKT,0.988765
Holiday,1900-01-01 22:00:00,Klimakälte,0.988765
Holiday,1900-01-01 22:00:00,mechanische Antriebe,0.994383
Holiday,1900-01-01 22:00:00,Prozesskälte,1
Holiday,1900-01-01 22:00:00,Prozesswärme,0.994383
Holiday,1900-01-01 22:00:00,Raumwärme,0.988765
Holiday,1900-01-01 22:00:00,Warmwasser,0.988765
Holiday,1900-01-01 22:15:00,Beleuchtung,1.00974
Holiday,1900-01-01 22:15:00,IKT,1.00974
Holiday,1900-01-01 22:15:00,Klimakälte,1.00974
Holiday,1900-01-01 22:15:00,mechanische Antriebe,1.00487
Holiday,1900-01-01 22:15:00,Prozesskälte,1
